model;creation;solution
sandwich_attr;4;21
sandwich_attr;4;21
sandwich_attr;4;23
sandwich_attr;4;23
sandwich_attr;5;21
sandwich_attr;5;21
sandwich_attr;5;21
sandwich_attr;6;21
sandwich_attr;4;21
sandwich_attr;4;24
sandwich_attr;6;20
sandwich_attr;4;21
sandwich_attr;5;22
sandwich_attr;5;20
sandwich_attr;5;21
sandwich_attr;5;23
sandwich_count_attr;4;55
sandwich_count_attr;4;23
sandwich_count_attr;5;24
sandwich_count_attr;5;22
sandwich_count_attr;6;23
sandwich_count_attr;7;22
sandwich_count_attr;6;21
sandwich_count_attr;5;22
sandwich_count_attr;4;21
sandwich_count_attr;5;26
sandwich_count_attr;3;23
sandwich_count_attr;5;22
sandwich_count_attr;5;21
sandwich_count_attr;6;21
sandwich_count_attr;4;25
sandwich_count_attr;3;22
sandwich_count_attr;5;21
sandwich_count_attr;4;23
sandwich_count_attr;4;24
sandwich_count_attr;4;24
sandwich_count_attr;4;23
sandwich_count_attr;6;22
sandwich_count_attr;3;22
sandwich_count_attr;4;25
sandwich_count_attr;7;22
sandwich_count_attr;6;21
sandwich_count_attr;5;24
sandwich_count_attr;6;21
sandwich_count_attr;4;23
sandwich_count_attr;6;22
sandwich_count_attr;4;22
sandwich_count_attr;3;22
sandwich_count_attr;5;21
sandwich_count_attr;3;23
sandwich_count_attr;6;22
sandwich_count_attr;4;21
sandwich_count_attr;4;22
sandwich_count_attr;5;22
sandwich_count_attr;4;21
sandwich_count_attr;5;22
sandwich_count_attr;5;21
sandwich_count_attr;4;23
sandwich_count_attr;4;24
sandwich_count_attr;3;23
sandwich_count_attr;4;25
sandwich_count_attr;6;22
sandwich_count_attr;4;22
sandwich_count_attr;3;24
sandwich_count_attr;5;21
sandwich_count_attr;4;22
sandwich_count_attr;3;22
sandwich_count_attr;3;23
sandwich_count_attr;4;22
sandwich_count_attr;6;21
sandwich_count_attr;4;25
sandwich_count_attr;6;22
sandwich_count_attr;3;24
sandwich_count_attr;4;22
sandwich_count_attr;4;25
sandwich_count_attr;4;24
sandwich_count_attr;5;27
sandwich_count_attr;4;23
sandwich_count_attr;3;27
sandwich_count_attr;3;23
sandwich_count_attr;5;22
sandwich_count_attr;3;25
sandwich_count_attr;5;22
sandwich_count_attr;4;23
sandwich_count_attr;5;26
sandwich_count_attr;6;23
sandwich_count_attr;4;24
sandwich_count_attr;5;24
sandwich_count_attr;4;22
sandwich_count_attr;5;21
sandwich_count_attr;4;24
sandwich_count_attr;4;23
sandwich_count_attr;3;24
sandwich_count_attr;4;23
sandwich_count_attr;5;23
sandwich_count_attr;4;21
sandwich_count_attr;5;22
sandwich_count_attr;5;23
sandwich_count_attr;4;23
sandwich_count_attr;4;23
sandwich_count_attr;3;23
sandwich_count_attr;3;25
sandwich_count_attr;6;22
sandwich_count_attr;4;21
sandwich_count_attr;4;21
sandwich_count_attr;3;23
sandwich_count_attr;4;23
sandwich_count_attr;4;24
sandwich_count_attr;4;21
sandwich_count_attr;3;24
sandwich_count_attr;4;24
sandwich_count_attr;4;22
sandwich_count_attr;5;24
sandwich_count_attr;5;23
sandwich_count_attr;3;22
sandwich_count_attr;5;21
webserver;113;13
webserver;2;16
webserver;2;15
webserver;4;13
webserver;6;15
webserver;3;14
webserver;3;14
webserver;4;14
webserver;3;14
webserver;3;16
webserver;5;14
webserver;3;14
webserver;3;16
webserver;3;14
webserver;3;15
webserver;3;15
webserver;3;17
webserver;3;16
webserver;3;14
webserver;4;16
webserver;3;15
webserver;3;16
webserver;3;16
webserver;3;16
webserver;5;15
webserver;3;14
webserver;3;16
webserver;3;16
webserver;4;15
webserver;4;16
webserver;4;15
webserver;4;17
webserver;3;14
webserver;6;15
webserver;4;14
webserver;3;14
webserver;3;17
webserver;6;16
webserver;3;15
webserver;3;15
webserver;3;16
webserver;3;16
webserver;3;16
webserver;7;18
webserver;4;16
webserver;3;16
webserver;3;16
webserver;4;16
webserver;3;15
webserver;3;15
webserver;3;15
webserver;3;14
webserver;3;15
webserver;4;15
webserver;4;14
webserver;3;15
webserver;3;16
webserver;3;14
webserver;2;15
webserver;4;15
webserver;5;14
webserver;3;15
webserver;3;14
webserver;4;13
webserver;4;15
webserver;3;15
webserver;3;15
webserver;3;15
webserver;3;14
webserver;3;17
webserver;2;14
webserver;4;16
webserver;4;15
webserver;3;15
webserver;5;15
webserver;3;16
webserver;3;15
webserver;2;16
webserver;5;15
webserver;4;16
webserver;3;16
webserver;3;14
webserver;4;15
webserver;2;14
webserver;4;16
webserver;5;14
webserver;4;13
webserver;3;14
webserver;3;14
webserver;3;14
webserver;4;13
webserver;2;15
webserver;2;14
webserver;3;14
webserver;3;14
webserver;3;14
webserver;2;15
webserver;2;14
webserver;3;13
webserver;3;13
webserver_attr;3;86
webserver_attr;3;17
webserver_attr;3;17
webserver_attr;3;17
webserver_attr;3;16
webserver_attr;3;16
webserver_attr;3;17
webserver_attr;4;19
webserver_attr;3;18
webserver_attr;4;16
webserver_attr;3;16
webserver_attr;2;16
webserver_attr;3;16
webserver_attr;4;17
webserver_attr;3;17
webserver_attr;3;16
webserver_attr;3;18
webserver_attr;3;16
webserver_attr;3;16
webserver_attr;4;17
webserver_attr;3;17
webserver_attr;3;17
webserver_attr;3;16
webserver_attr;3;18
webserver_attr;3;20
webserver_attr;3;17
webserver_attr;4;18
webserver_attr;2;17
webserver_attr;3;19
webserver_attr;3;17
webserver_attr;3;17
webserver_attr;3;19
webserver_attr;5;19
webserver_attr;4;18
webserver_attr;4;18
webserver_attr;4;19
webserver_attr;2;20
webserver_attr;4;20
webserver_attr;3;19
webserver_attr;4;18
webserver_attr;3;19
webserver_attr;3;17
webserver_attr;3;18
webserver_attr;3;17
webserver_attr;3;18
webserver_attr;3;19
webserver_attr;5;21
webserver_attr;3;19
webserver_attr;4;18
webserver_attr;5;23
webserver_attr;4;19
webserver_attr;4;19
webserver_attr;5;20
webserver_attr;3;23
webserver_attr;4;18
webserver_attr;2;17
webserver_attr;2;18
webserver_attr;4;18
webserver_attr;4;17
webserver_attr;3;18
webserver_attr;3;18
webserver_attr;2;20
webserver_attr;3;18
webserver_attr;5;18
webserver_attr;4;18
webserver_attr;3;19
webserver_attr;3;19
webserver_attr;4;18
webserver_attr;5;18
webserver_attr;3;20
webserver_attr;4;17
webserver_attr;2;17
webserver_attr;3;18
webserver_attr;4;18
webserver_attr;3;17
webserver_attr;3;19
webserver_attr;3;18
webserver_attr;3;17
webserver_attr;3;18
webserver_attr;3;18
webserver_attr;4;20
webserver_attr;4;18
webserver_attr;3;18
webserver_attr;4;19
webserver_attr;4;19
webserver_attr;4;18
webserver_attr;4;19
webserver_attr;3;19
webserver_attr;3;17
webserver_attr;3;17
webserver_attr;4;19
webserver_attr;2;17
webserver_attr;3;20
webserver_attr;6;19
webserver_attr;3;19
webserver_attr;3;19
webserver_attr;4;20
webserver_attr;3;19
webserver_attr;3;19
webserver_attr;5;19
webserver_count_attr;4;19
webserver_count_attr;4;19
webserver_count_attr;5;18
webserver_count_attr;4;21
webserver_count_attr;3;18
webserver_count_attr;3;21
webserver_count_attr;5;19
webserver_count_attr;4;19
webserver_count_attr;3;19
webserver_count_attr;5;20
webserver_count_attr;4;19
webserver_count_attr;3;20
webserver_count_attr;3;19
webserver_count_attr;4;18
webserver_count_attr;3;20
webserver_count_attr;4;19
webserver_count_attr;3;18
webserver_count_attr;3;19
webserver_count_attr;3;19
webserver_count_attr;2;20
webserver_count_attr;3;19
webserver_count_attr;2;19
webserver_count_attr;3;20
webserver_count_attr;4;19
webserver_count_attr;4;20
webserver_count_attr;4;19
webserver_count_attr;5;20
webserver_count_attr;4;19
webserver_count_attr;4;21
webserver_count_attr;4;20
webserver_count_attr;3;19
webserver_count_attr;4;20
webserver_count_attr;3;19
webserver_count_attr;3;19
webserver_count_attr;3;19
webserver_count_attr;3;19
webserver_count_attr;4;18
webserver_count_attr;5;21
webserver_count_attr;3;19
webserver_count_attr;3;20
webserver_count_attr;5;19
webserver_count_attr;3;20
webserver_count_attr;2;21
webserver_count_attr;3;19
webserver_count_attr;3;19
webserver_count_attr;3;20
webserver_count_attr;4;19
webserver_count_attr;4;21
webserver_count_attr;3;18
webserver_count_attr;4;21
webserver_count_attr;4;19
webserver_count_attr;3;19
webserver_count_attr;4;19
webserver_count_attr;2;19
webserver_count_attr;3;20
webserver_count_attr;4;21
webserver_count_attr;4;20
webserver_count_attr;3;19
webserver_count_attr;3;19
webserver_count_attr;4;18
webserver_count_attr;5;23
webserver_count_attr;4;19
webserver_count_attr;3;19
webserver_count_attr;4;19
webserver_count_attr;4;20
webserver_count_attr;5;20
webserver_count_attr;4;20
webserver_count_attr;3;20
webserver_count_attr;4;19
webserver_count_attr;3;21
webserver_count_attr;3;21
webserver_count_attr;2;20
webserver_count_attr;3;19
webserver_count_attr;3;20
webserver_count_attr;3;21
webserver_count_attr;4;22
webserver_count_attr;5;24
webserver_count_attr;5;22
webserver_count_attr;3;21
webserver_count_attr;3;18
webserver_count_attr;4;19
webserver_count_attr;4;20
webserver_count_attr;5;19
webserver_count_attr;3;20
webserver_count_attr;4;21
webserver_count_attr;5;21
webserver_count_attr;4;20
webserver_count_attr;5;21
webserver_count_attr;5;20
webserver_count_attr;5;23
webserver_count_attr;5;20
webserver_count_attr;4;18
webserver_count_attr;3;18
webserver_count_attr;3;21
webserver_count_attr;4;20
webserver_count_attr;4;18
webserver_count_attr;2;19
webserver_count_attr;3;20
webserver_count_attr;3;19
webserver_count_attr;3;21
webserver_count_constraints_attr;5;61
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;5;22
webserver_count_constraints_attr;4;21
webserver_count_constraints_attr;4;18
webserver_count_constraints_attr;4;29
webserver_count_constraints_attr;4;21
webserver_count_constraints_attr;3;19
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;5;20
webserver_count_constraints_attr;6;23
webserver_count_constraints_attr;4;23
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;5;25
webserver_count_constraints_attr;4;21
webserver_count_constraints_attr;4;22
webserver_count_constraints_attr;5;20
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;3;21
webserver_count_constraints_attr;4;19
webserver_count_constraints_attr;5;23
webserver_count_constraints_attr;3;21
webserver_count_constraints_attr;3;18
webserver_count_constraints_attr;3;20
webserver_count_constraints_attr;3;20
webserver_count_constraints_attr;5;20
webserver_count_constraints_attr;3;20
webserver_count_constraints_attr;3;21
webserver_count_constraints_attr;3;19
webserver_count_constraints_attr;3;19
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;3;20
webserver_count_constraints_attr;4;22
webserver_count_constraints_attr;5;21
webserver_count_constraints_attr;5;20
webserver_count_constraints_attr;5;20
webserver_count_constraints_attr;5;20
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;5;25
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;4;21
webserver_count_constraints_attr;6;20
webserver_count_constraints_attr;4;22
webserver_count_constraints_attr;5;19
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;3;20
webserver_count_constraints_attr;4;21
webserver_count_constraints_attr;4;19
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;3;19
webserver_count_constraints_attr;3;21
webserver_count_constraints_attr;4;24
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;5;20
webserver_count_constraints_attr;3;20
webserver_count_constraints_attr;4;29
webserver_count_constraints_attr;5;23
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;2;21
webserver_count_constraints_attr;3;20
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;3;19
webserver_count_constraints_attr;3;22
webserver_count_constraints_attr;3;19
webserver_count_constraints_attr;3;20
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;3;20
webserver_count_constraints_attr;5;20
webserver_count_constraints_attr;3;21
webserver_count_constraints_attr;4;21
webserver_count_constraints_attr;3;20
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;4;21
webserver_count_constraints_attr;4;19
webserver_count_constraints_attr;3;21
webserver_count_constraints_attr;3;23
webserver_count_constraints_attr;5;30
webserver_count_constraints_attr;5;21
webserver_count_constraints_attr;5;20
webserver_count_constraints_attr;4;21
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;3;23
webserver_count_constraints_attr;5;22
webserver_count_constraints_attr;3;20
webserver_count_constraints_attr;3;20
webserver_count_constraints_attr;5;21
webserver_count_constraints_attr;5;20
webserver_count_constraints_attr;3;22
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;3;21
webserver_count_constraints_attr;3;22
webserver_count_constraints_attr;5;23
webserver_count_constraints_attr;4;19
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;4;20
webserver_count_constraints_attr;4;21
